Indicator,Group,Subgroup,Time Period Label,Time Period Start Date,Time Period End Date,Value
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,7.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,16.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,7.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,6.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,5.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.0
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.8
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.3
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,13.1
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.7
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,5.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.4
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.2
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,7.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,13.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.6
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,19.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,15.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,17.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,30.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,14.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,38.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,18.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,29.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,18.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,25.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,28.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,17.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,28.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,25.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,17.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,27.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,22.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,29.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,33.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,26.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,30.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,18 - 29 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,21.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,30 - 39 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,16.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,40 - 49 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,50 - 59 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,60 - 69 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,5.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,70 - 79 years,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,3.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,80 years and above,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Male,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Female,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,13.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,2.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,23.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,14.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,14.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Less than a high school diploma,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.8
